Name,Ratings,Position,Version,PS,SKI,WF,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,Country
Hyun Jin Yong,61,CB,,0,2,3,73,41,46,39,68,57,"179cm | 5'10""",0,-,-,Seongnam Ilhwa Chunma,Korea Republic
Kyo Won Han,61,CF,,0,2,3,65,62,34,65,44,53,"182cm | 6'0""",0,-,-,Incheon United FC,Korea Republic
Reece Brown,61,CB,,0,2,2,67,26,40,41,62,70,"191cm | 6'3""",0,-,-,Doncaster Rovers,England
Ryan Tunnicliffe,61,CDM,,0,2,2,69,52,62,55,62,53,"183cm | 6'0""",0,-,-,Peterborough United,England
Thomas Monconduit,61,CB,,0,2,3,58,32,56,31,61,68,"180cm | 5'11""",0,-,-,AJ Auxerre,France
Gabriel Farfan,61,RM,,0,3,4,70,59,62,64,61,62,"178cm | 5'10""",0,-,-,Philadelphia Union,United States
Alfredo Marcos Da Silva Junior,61,ST,,0,2,3,69,59,50,62,54,63,"180cm | 5'11""",0,-,-,KVC Westerlo,Brazil
Daniel Davari,61,GK,,0,1,3,61,59,62,63,58,61,"192cm | 6'4""",0,-,-,Braunschweig,Germany
Julius Reinhardt,61,CM,,0,2,4,80,58,57,67,62,59,"182cm | 6'0""",0,-,-,Braunschweig,Germany
Tommie Hoban,61,CB,,0,2,4,54,39,56,54,58,73,"176cm | 5'9""",0,-,-,Watford,Republic of Ireland
Bigen Yala Lusala,61,RW,,0,2,3,77,53,52,69,48,58,"178cm | 5'10""",0,-,-,Sporting Lokeren OV,Belgium
Jens Möckel,61,CB,,0,2,3,54,36,48,40,63,63,"188cm | 6'2""",0,-,-,Dynamo Dresden,Germany
Erdal Akdari,61,LB,,0,2,3,72,39,57,60,63,63,"184cm | 6'0""",0,-,-,Hannover 96,Turkey
Ju Tae Yun,61,CF,,0,3,3,78,55,59,71,38,65,"174cm | 5'9""",0,-,-,FSV Frankfurt,Korea Republic
Guido Kocer,61,LM,,0,3,3,78,64,57,64,42,60,"175cm | 5'9""",0,-,-,FC Erzgebirge Aue,Germany
Clément Tainmont,61,LM,,0,3,3,67,53,62,58,51,51,"185cm | 6'1""",0,-,-,Stade de Reims,France
David Vázquez Bardera,61,CAM,,0,2,3,69,55,56,62,44,53,"179cm | 5'10""",0,-,-,Sociedad Deportiva Huesca S.A.D.,Spain
Emir Dilaver,61,CDM,,0,2,3,69,57,54,64,66,60,"183cm | 6'0""",0,-,-,FK Austria Wien,Austria
Darren Keet,61,GK,,0,1,2,62,59,61,64,62,57,"183cm | 6'0""",0,-,-,KV Kortrijk,South Africa
Julian Korb,61,CDM,,0,2,3,69,41,60,62,57,50,"177cm | 5'10""",0,-,-,Borussia M'gladbach,Germany
Kevin Ingreso,61,CAM,,0,3,3,70,48,65,66,32,52,"178cm | 5'10""",0,-,-,Hamburger SV,Germany
Maximilian Riedmüller,61,GK,,0,1,3,61,66,69,63,42,59,"189cm | 6'2""",0,-,-,Bayern München,Germany
Alexander Riemann,61,ST,,0,2,3,59,60,56,59,49,60,"183cm | 6'0""",0,-,-,VfB Stuttgart,Germany
Toni Leistner,61,RB,,0,2,3,66,39,54,49,64,64,"190cm | 6'3""",0,-,-,Dynamo Dresden,Germany
Chris Day,60,GK,,0,1,3,60,65,58,59,48,62,"188cm | 6'2""",0,-,-,Stevenage FC,England
Terrell Forbes,60,CB,,0,2,3,78,18,33,25,61,71,"183cm | 6'0""",0,-,-,Leyton Orient,England
Efetobore Sodje,60,CB,,0,2,3,52,34,33,39,69,67,"185cm | 6'1""",0,-,-,Bury,Nigeria
Craig Easton,60,CM,,0,2,3,61,46,64,60,64,61,"178cm | 5'10""",0,-,-,Dunfermline,Scotland
Kevin Ellison,60,LW,,0,3,3,55,62,50,63,60,70,"183cm | 6'0""",0,-,-,Morecambe,England
Steve Elliott,60,CB,,0,2,2,44,22,25,19,69,71,"188cm | 6'2""",0,-,-,Cheltenham Town,England
David McCracken,60,CB,,0,2,3,55,32,49,44,65,54,"188cm | 6'2""",0,-,-,St. Johnstone FC,Scotland
Brian Barry-Murphy,60,CDM,,0,2,3,61,54,60,47,60,48,"185cm | 6'1""",0,-,-,Rochdale,Republic of Ireland
Michael Flynn,60,CM,,0,2,4,57,58,55,56,67,65,"178cm | 5'10""",0,-,-,Bradford City,Wales
Thomas Butler,60,RM,,0,3,3,54,49,59,70,51,53,"170cm | 5'7""",0,-,-,Swansea City,Republic of Ireland
Lee Mansell,60,CM,,0,2,3,56,32,60,58,66,56,"175cm | 5'9""",0,-,-,Torquay United,England
Mike Edwards,60,CB,,0,2,3,49,28,43,30,63,65,"183cm | 6'0""",0,-,-,Notts County,England
Andy Warrington,60,GK,,0,1,3,62,61,54,60,52,59,"191cm | 6'3""",0,-,-,Rotherham United,England
Ranisav Jovanović,60,CF,,0,3,3,69,59,48,56,54,59,"193cm | 6'4""",0,-,-,Fortuna Düsseldorf,Serbia
Ross Tokely,60,RB,,0,2,3,40,17,47,46,74,67,"191cm | 6'3""",0,-,-,Inverness Caledonian Thistle,Scotland
Łukasz Surma,60,CDM,,0,3,3,59,46,58,56,63,62,"173cm | 5'8""",0,-,-,Lechia Gdańsk,Poland
René Renno,60,GK,,0,1,3,66,60,63,51,30,64,"186cm | 6'1""",0,-,-,Energie Cottbus,Germany
Jo Kuffour,60,ST,,0,3,3,81,58,37,62,49,61,"170cm | 5'7""",0,-,-,Bristol Rovers,Ghana
Karl Duguid,60,RM,,0,3,3,58,52,60,57,60,58,"180cm | 5'11""",0,-,-,Colchester United,England
Glenn Morris,60,GK,,0,1,3,69,48,65,67,62,56,"183cm | 6'0""",0,-,-,Southend United,England
Chris Hackett,60,RM,,0,2,3,82,46,56,64,48,48,"183cm | 6'0""",0,-,-,Millwall,England
Miguel Albiol Tortajada,60,RM,,0,3,3,68,45,60,60,62,54,"177cm | 5'10""",0,-,-,Real Murcia,Spain
Florian Jarjat,60,LB,,0,2,3,53,44,58,46,63,74,"181cm | 5'11""",0,-,-,ESTAC,France
Paul Wotton,60,CDM,,0,3,3,53,56,52,47,65,56,"180cm | 5'11""",0,-,-,Yeovil Town,England
Alejandro García Torre,60,GK,,0,1,3,59,65,55,61,56,62,"183cm | 6'0""",0,-,-,R.C. Recreativo,Spain
Cristian García Ramos,60,RB,,0,2,3,77,45,60,63,54,59,"169cm | 5'7""",0,-,-,Córdoba Club de Fútbol S.A.D.,Spain
Bruno Berner,60,LB,,0,2,3,49,50,59,58,66,68,"185cm | 6'1""",0,-,-,Leicester City,Switzerland
Adin Brown,60,GK,,0,1,3,58,64,71,60,40,67,"195cm | 6'5""",0,-,-,Portland,United States
Jesper Hansen,60,GK,,0,1,3,59,63,60,64,32,57,"188cm | 6'2""",0,-,-,FC Nordsjælland,Denmark
David Preece,60,GK,,0,1,2,66,72,52,53,57,51,"188cm | 6'2""",0,-,-,Barnsley,England
Rafik Saïfi,60,CF,,0,4,4,55,59,62,72,44,60,"178cm | 5'10""",0,-,-,Amiens SC,Algeria
Tom Muyters,60,GK,,0,1,3,62,64,61,61,58,54,"187cm | 6'2""",0,-,-,SV Zulte-Waregem,Belgium
Edoardo Gorini,60,CB,,0,2,2,35,37,36,34,68,59,"186cm | 6'1""",0,-,-,Cittadella,Italy
Pierre Regonesi,60,LB,,0,2,3,61,55,58,58,66,61,"186cm | 6'1""",0,-,-,A. Leffe,Italy
Gernot Plassnegger,60,RB,,0,2,3,67,47,59,58,61,64,"179cm | 5'10""",0,-,-,Admira,Austria
Milaim Rama,60,ST,,0,2,3,32,58,47,56,51,55,"185cm | 6'1""",0,-,-,FC Thun,Switzerland
Davide Taini,60,GK,,0,1,3,67,56,58,66,42,52,"190cm | 6'3""",0,-,-,Grasshopper-Club,Switzerland
Thomas Pichlmann,60,ST,,0,3,4,49,59,42,40,53,65,"188cm | 6'2""",0,-,-,Verona,Austria
Krzysztof Bąk,60,RB,,0,2,3,69,50,51,51,65,67,"188cm | 6'2""",0,-,-,Lechia Gdańsk,Poland
Kevin Rutkiewicz,60,CB,,0,2,3,54,23,39,48,65,54,"185cm | 6'1""",0,-,-,Dunfermline,Scotland
Ryan Esson,60,GK,,0,1,1,61,63,56,58,31,62,"185cm | 6'1""",0,-,-,Inverness Caledonian Thistle,Scotland
Andy Whing,60,RB,,0,2,2,62,48,55,59,64,67,"183cm | 6'0""",0,-,-,Oxford United FC,England
David van Zanten,60,RB,,0,2,2,68,32,60,61,60,67,"178cm | 5'10""",0,-,-,St. Mirren,Republic of Ireland
Dean Brill,60,GK,,0,1,3,57,59,60,64,31,58,"188cm | 6'2""",0,-,-,Barnet,England
Ricky Ravenhill,60,CM,,0,3,3,63,54,56,60,66,67,"178cm | 5'10""",0,-,-,Notts County,England
Matt Harrold,60,ST,,0,2,2,64,55,43,64,48,62,"185cm | 6'1""",0,-,-,Bristol Rovers,England
Pat Baldwin,60,CB,,0,2,3,52,31,46,58,63,65,"183cm | 6'0""",0,-,-,Colchester United,England
David Proctor,60,RB,,0,2,3,59,23,52,55,65,56,"183cm | 6'0""",0,-,-,Inverness Caledonian Thistle,Scotland
Steven MacLean,60,ST,,0,3,3,56,58,45,58,55,65,"180cm | 5'11""",0,-,-,Yeovil Town,Scotland
Matej Mavrič,60,CB,,0,2,3,52,50,45,31,65,66,"187cm | 6'2""",0,-,-,KSV Superfund,Slovenia
Marcos Gelabert,60,CM,,0,2,3,63,54,51,62,67,63,"176cm | 5'9""",0,-,-,Neuchâtel Xamax,Argentina
Denis Kovba,60,CDM,,0,2,3,56,44,52,51,64,49,"188cm | 6'2""",0,-,-,Krylya Sovetov Samara,Belarus
Szymon Sawala,60,CM,,0,4,3,62,53,51,66,57,54,"184cm | 6'0""",0,-,-,GKS Bełchatów,Poland
Massimiliano Scaglia,60,LB,,0,3,3,60,44,55,54,65,53,"183cm | 6'0""",0,-,-,Verona,Italy
Günter Friesenbichler,60,ST,,0,2,3,55,58,50,56,50,62,"193cm | 6'4""",0,-,-,SC Magna Wiener Neustadt,Austria
Jason McGuinness,60,CB,,0,2,3,53,44,46,50,63,66,"189cm | 6'2""",0,-,-,Sligo Rovers,Republic of Ireland
Gary Rogers,60,GK,,0,1,3,59,58,57,66,35,60,"191cm | 6'3""",0,-,-,St. Patrick's Athletic,Republic of Ireland
Owen Heary,60,RB,,0,2,2,53,52,62,49,64,63,"178cm | 5'10""",0,-,-,Bohemians FC,Republic of Ireland
Malik Couturier,60,CB,,0,2,4,46,33,51,30,62,73,"185cm | 6'1""",0,-,-,Angers SCO,France
Fabrice Levrat,60,CM,,0,2,3,53,48,58,60,61,55,"173cm | 5'8""",0,-,-,Stade Lavallois Mayenne FC,France
Terry McFlynn,60,CDM,,0,2,2,40,55,49,39,69,56,"177cm | 5'10""",0,-,-,Sydney FC,Northern Ireland
Simon King,60,CB,,0,2,3,67,23,56,36,64,68,"183cm | 6'0""",0,-,-,Plymouth Argyle,England
Henrik Kildentoft,60,CB,,0,2,3,78,43,40,40,65,66,"183cm | 6'0""",0,-,-,FC Nordsjælland,Denmark
John White,60,RB,,0,2,4,58,42,49,52,60,59,"183cm | 6'0""",0,-,-,Colchester United,England
Ryan Cochrane,60,CB,,0,2,3,39,40,41,51,62,67,"185cm | 6'1""",0,-,-,New England Revolution,United States
Stuart Nelson,60,GK,,0,1,3,61,63,59,58,59,61,"185cm | 6'1""",0,-,-,Notts County,England
Jonathan Téhoué,60,ST,,0,3,3,79,55,45,51,54,67,"183cm | 6'0""",0,-,-,Leyton Orient,France
Jin Ryong Kim,60,ST,,0,2,3,66,59,56,67,58,72,"182cm | 6'0""",0,-,-,Gangwon FC,Korea Republic
Michael Poke,60,GK,,0,1,2,64,59,58,59,53,58,"186cm | 6'1""",0,-,-,Brighton &amp; Hove Albion,England
Rutger Worm,60,LW,,0,3,3,71,59,48,63,46,59,"180cm | 5'11""",0,-,-,Melbourne Heart FC,Netherlands
Joseph Ndo,60,CAM,,0,3,3,61,60,58,63,52,59,"179cm | 5'10""",0,-,-,Sligo Rovers,Cameroon
Julien Ielsch,60,LB,,0,2,3,78,36,56,54,58,48,"172cm | 5'8""",0,-,-,Amiens SC,France
Scott Barron,60,LB,,0,2,3,67,48,60,57,62,55,"178cm | 5'10""",0,-,-,Millwall,England
Mario Reiter,60,CDM,,0,2,3,66,45,56,60,67,63,"186cm | 6'1""",0,-,-,SC Magna Wiener Neustadt,Austria
Scott Wiseman,60,RB,,0,2,3,66,31,56,58,62,62,"183cm | 6'0""",0,-,-,Barnsley,England
Michael Symes,60,ST,,0,2,3,54,59,41,51,48,59,"191cm | 6'3""",0,-,-,Bournemouth,England
Juvenal Edjogo Owono Montalbán,60,CM,,0,2,3,64,64,61,55,61,62,"177cm | 5'10""",0,-,-,Sabadell FC,Equatorial Guinea
Anthony Straker,60,LB,,0,3,3,81,51,55,61,57,61,"175cm | 5'9""",0,-,-,Aldershot Town,Grenada
Jonathan Forte,60,ST,,0,2,3,84,54,48,65,47,51,"183cm | 6'0""",0,-,-,Southampton,Barbados
Jake Cole,60,GK,,0,1,3,62,56,68,67,55,58,"190cm | 6'3""",0,-,-,Plymouth Argyle,England
Jamie Young,60,GK,,0,1,3,60,61,57,62,65,59,"180cm | 5'11""",0,-,-,Aldershot Town,England
Derek Niven,60,CM,,0,2,3,56,55,55,59,55,48,"185cm | 6'1""",0,-,-,Chesterfield,Scotland
Michael Rose,60,LB,,0,2,3,63,54,62,56,65,62,"180cm | 5'11""",0,-,-,Colchester United,England
Francisco Mendoza,60,LM,,0,3,3,71,50,56,64,55,40,"165cm | 5'5""",0,-,-,Club Deportivo Chivas USA,Mexico
Kevin Goldthwaite,60,CB,,0,2,3,62,46,56,50,62,64,"185cm | 6'1""",0,-,-,Portland,United States
Scott Sealy,60,CAM,,0,3,3,75,58,53,62,52,59,"178cm | 5'10""",0,-,-,San Jose Earthquakes,Trinidad &amp; Tobago
Maciej Rogalski,60,LM,,0,2,4,66,57,62,59,53,53,"180cm | 5'11""",0,-,-,Bielsko-Biała,Poland
Etienne Esajas,60,LM,,0,3,3,78,57,52,65,38,47,"178cm | 5'10""",0,-,-,Swindon Town,Netherlands
Yoo Seok Jung,60,GK,,0,1,3,64,61,61,57,52,60,"186cm | 6'1""",0,-,-,Ulsan Hyundai Horang-i,Korea Republic
David Buchanan,60,LB,,0,2,1,71,49,61,60,59,65,"173cm | 5'8""",0,-,-,Tranmere Rovers,England
Matt Done,60,LW,,0,3,2,75,45,56,66,41,43,"178cm | 5'10""",0,-,-,Barnsley,Wales
Dave Hibbert,60,ST,,0,2,2,66,54,43,42,49,75,"188cm | 6'2""",0,-,-,Peterborough United,England
Michael Madl,60,CDM,,0,2,3,65,37,57,54,62,66,"182cm | 6'0""",0,-,-,SC Magna Wiener Neustadt,Austria
Jasmin Fejzic,60,GK,,0,1,2,58,63,54,59,33,61,"198cm | 6'6""",0,-,-,SpVgg Greuther Fürth,Bosnia Herzegovina
Ritchie Jones,60,CM,,0,2,3,64,49,60,60,53,57,"183cm | 6'0""",0,-,-,Bradford City,England
Lawrie Wilson,60,RM,,0,3,3,83,41,52,60,53,53,"178cm | 5'10""",0,-,-,Stevenage FC,England
Jonathan Tuffey,60,GK,,0,1,3,57,62,58,63,50,62,"185cm | 6'1""",0,-,-,Inverness Caledonian Thistle,Northern Ireland
Scott Rendell,60,CF,,0,2,3,68,64,37,56,45,62,"180cm | 5'11""",0,-,-,Wycombe Wanderers,England
Joel Grant,60,LM,,0,3,3,82,53,57,63,38,52,"183cm | 6'0""",0,-,-,Wycombe Wanderers,Jamaica
Brendan Moloney,60,RB,,0,2,3,65,34,59,49,62,65,"185cm | 6'1""",0,-,-,Nottingham Forest,Republic of Ireland
Mate Lacic,60,CB,,0,2,3,50,41,50,45,64,66,"186cm | 6'1""",0,-,-,GKS Bełchatów,Croatia
Adam Moffat,60,CM,,0,3,3,65,63,55,62,64,66,"182cm | 6'0""",0,-,-,Houston Dynamo,Scotland
Marko Marić,60,CM,,0,3,3,56,48,61,64,56,59,"189cm | 6'2""",0,-,-,Chicago Fire,Croatia
Toumani Diagouraga,60,CM,,0,3,3,72,44,56,61,54,53,"188cm | 6'2""",0,-,-,Brentford,France
Divine Fonjock,60,CAM,,0,3,3,67,54,52,59,55,60,"178cm | 5'10""",0,-,-,Gubbio,Cameroon
Josh Walker,60,CM,,0,2,3,63,56,57,58,55,56,"181cm | 5'11""",0,-,-,Stevenage FC,England
Chris Martin,60,GK,,0,1,3,61,62,61,63,65,65,"183cm | 6'0""",0,-,-,Port Vale,England
Luke Potter,60,CB,,0,2,3,61,23,35,23,68,73,"192cm | 6'4""",0,-,-,Barnsley,England
Deane Smalley,60,RM,,0,3,3,77,54,60,62,46,52,"180cm | 5'11""",0,-,-,Oxford United FC,England
Andrew Boyens,60,CB,,0,2,3,31,35,44,43,61,68,"193cm | 6'4""",0,-,-,Club Deportivo Chivas USA,New Zealand
Hans Julius Norbye,60,RB,,0,2,3,91,45,55,55,61,51,"176cm | 5'9""",0,-,-,Tromsø IL,Norway
Marc Burch,60,LB,,0,2,2,65,62,66,58,60,62,"188cm | 6'2""",0,-,-,D.C. United,United States
Gil Hoon Lee,60,CAM,,0,2,3,61,56,59,59,57,55,"178cm | 5'10""",0,-,-,Busan I'Park,Korea Republic
In Whan Jung,60,CB,,0,2,2,77,33,48,46,62,53,"187cm | 6'2""",0,-,-,Incheon United FC,Korea Republic
Kwang Hwan Jeon,60,RB,,0,2,3,72,40,49,56,59,50,"173cm | 5'8""",0,-,-,Jeonbuk Hyundai Motors,Korea Republic
Yong Tae Kim,60,RW,,0,3,3,64,50,58,64,58,55,"176cm | 5'9""",0,-,-,Gwangju Sangmu FC,Korea Republic
Benjamin Fuchs,60,RB,,0,2,3,68,44,51,60,62,60,"180cm | 5'11""",0,-,-,Braunschweig,Austria
Zdenek Zlámal,60,GK,,0,1,3,63,59,66,57,45,65,"193cm | 6'4""",0,-,-,Bari,Czech Republic
Franck Moussa,60,CM,,0,3,4,73,49,55,65,53,50,"173cm | 5'8""",0,-,-,Leicester City,Belgium
Nick Ward,60,CAM,,0,3,3,68,59,56,59,50,49,"183cm | 6'0""",0,-,-,Wellington Phoenix,Australia
Tom Pope,60,ST,,0,2,3,59,55,36,46,55,77,"191cm | 6'3""",0,-,-,Port Vale,England
Oscar Vega Salinas,60,CF,,0,3,3,70,56,39,60,47,61,"175cm | 5'9""",0,-,-,Sociedad Deportiva Huesca S.A.D.,Spain
Simone Grippo,60,CM,,0,2,3,59,54,60,59,61,66,"189cm | 6'2""",0,-,-,Chievo Verona,Italy
Hyun Seung Lee,60,CAM,,0,3,3,80,50,62,65,53,52,"172cm | 5'8""",0,-,-,Chunnam Dragons,Korea Republic
Piotr Stawarczyk,60,CB,,0,2,2,50,21,41,31,70,49,"193cm | 6'4""",0,-,-,Ruch Chorzów,Poland
Gavin Tomlin,60,RW,,0,2,3,79,53,42,71,42,57,"183cm | 6'0""",0,-,-,Dagenham and Redbridge,England
Froylán Ledezma,60,CF,,0,2,3,68,62,49,64,49,60,"184cm | 6'0""",0,-,-,Admira,Costa Rica
Arturo Ledesma,60,LB,,0,2,3,60,38,48,51,66,58,"183cm | 6'0""",0,-,-,Guadalajara,Mexico
Simon Pontdemé,60,GK,,0,1,2,65,64,62,62,31,57,"186cm | 6'1""",0,-,-,AJ Auxerre,France
Bobby Olejnik,60,GK,,0,1,2,61,54,44,62,33,63,"183cm | 6'0""",0,-,-,Torquay United,Austria
Chris Holroyd,60,ST,,0,2,2,76,54,36,59,49,63,"180cm | 5'11""",0,-,-,Rotherham United,England
Tae Goon Ha,60,ST,,0,2,3,61,57,45,60,50,68,"187cm | 6'2""",0,-,-,Suwon Samsung Bluewings,Korea Republic
Ronan Finn,60,CAM,,0,2,3,74,56,60,59,53,61,"184cm | 6'0""",0,-,-,Shamrock Rovers,Republic of Ireland
Derek Doyle,60,LM,,0,2,2,73,55,58,58,48,64,"183cm | 6'0""",0,-,-,St. Patrick's Athletic,Republic of Ireland
Kyle Reynish,60,GK,,0,1,3,61,64,69,57,41,63,"191cm | 6'3""",0,-,-,Real Salt Lake,United States
Massimo Murdocca,60,CM,,0,2,3,67,44,57,59,48,38,"165cm | 5'5""",0,-,-,Brisbane Roar Football Club,Australia
Stuart Musialik,60,CDM,,0,2,4,39,56,50,52,64,60,"175cm | 5'9""",0,-,-,Central Coast Mariners FC,Australia
Tarek Elrich,60,RB,,0,3,1,81,57,54,69,60,43,"180cm | 5'11""",0,-,-,Newcastle United Jets FC,Australia
Adam Cristman,60,ST,,0,3,4,59,57,41,60,49,61,"183cm | 6'0""",0,-,-,Los Angeles Galaxy,United States
Kristijan Ipša,60,CB,,0,2,3,63,47,55,51,64,65,"186cm | 6'1""",0,-,-,FC Midtjylland,Croatia
Sean McAllister,60,CM,,0,2,3,71,54,58,56,58,61,"173cm | 5'8""",0,-,-,Shrewsbury,England
Lewis Montrose,60,CDM,,0,2,3,65,35,61,57,61,66,"183cm | 6'0""",0,-,-,Gillingham,Scotland
Neal Bishop,60,CM,,0,2,3,56,52,55,58,65,65,"183cm | 6'0""",0,-,-,Notts County,England
Adi Rocha Sobrinho Filho,60,ST,,0,3,3,67,60,46,66,36,60,"181cm | 5'11""",0,-,-,Energie Cottbus,Brazil
Ben Sigmund,60,CB,,0,2,3,47,31,41,29,65,70,"180cm | 5'11""",0,-,-,Wellington Phoenix,New Zealand
Steven Lang,60,RM,,0,2,3,71,56,55,60,50,59,"176cm | 5'9""",0,-,-,FC Lausanne,Switzerland
Guillem Bauzà Mayol,60,ST,,0,3,3,59,58,57,66,50,63,"183cm | 6'0""",0,-,-,Exeter City,Spain
Joe Jacobson,60,LB,,0,2,3,73,26,53,60,64,66,"180cm | 5'11""",0,-,-,Shrewsbury,Wales
Karl Sheppard,60,ST,,0,2,3,82,54,38,60,44,65,"182cm | 6'0""",0,-,-,Shamrock Rovers,Republic of Ireland
Danny Earls,60,LB,,0,2,2,73,48,52,64,60,64,"175cm | 5'9""",0,-,-,Colorado Rapids,Republic of Ireland
Leon McSweeney,60,RM,,0,3,3,74,48,56,62,60,51,"185cm | 6'1""",0,-,-,Leyton Orient,Republic of Ireland
Kieran Charnock,60,CB,,0,2,3,57,24,27,26,67,67,"186cm | 6'1""",0,-,-,Morecambe,England
Steffen Haas,60,CDM,,0,2,3,65,50,58,60,63,61,"183cm | 6'0""",0,-,-,Karlsruher SC,Germany
Stephan Flauder,60,GK,,0,1,2,64,58,57,64,50,56,"197cm | 6'6""",0,-,-,FC Erzgebirge Aue,Germany
Yo Han Go,60,RB,,0,3,3,64,50,61,65,50,46,"170cm | 5'7""",0,-,-,FC Seoul,Korea Republic
Alan Judge,60,RM,,0,2,2,73,62,52,67,47,61,"170cm | 5'7""",0,-,-,Notts County,Republic of Ireland
Kwang Hee Choi,60,RW,,0,2,3,79,50,58,57,47,59,"172cm | 5'8""",0,-,-,Busan I'Park,Korea Republic
Kenny Mansally,60,LM,,0,3,4,86,61,53,60,50,63,"175cm | 5'9""",0,-,-,New England Revolution,Gambia
Mihkel Aksalu,60,GK,,0,1,3,69,52,65,69,26,57,"192cm | 6'4""",0,-,-,Sheffield United,Estonia
Steve Purdy,60,RB,,0,2,4,71,30,50,53,65,64,"193cm | 6'4""",0,-,-,Portland,El Salvador
Lee Hills,60,LB,,0,2,3,78,38,53,64,59,57,"179cm | 5'10""",0,-,-,Crystal Palace,England
Lee Collins,60,CB,,0,2,3,68,22,50,38,63,67,"180cm | 5'11""",0,-,-,Port Vale,England
John Akinde,60,ST,,0,2,4,74,57,30,41,53,73,"188cm | 6'2""",0,-,-,Crawley Town,England
Oliver Norwood,60,CM,,0,3,3,64,54,63,63,54,57,"175cm | 5'9""",0,-,-,Scunthorpe United,Northern Ireland
Rhys Taylor,60,GK,,0,1,3,58,62,65,69,35,60,"188cm | 6'2""",0,-,-,Chelsea,Wales
Ben Gordon,60,LB,,0,2,3,71,25,55,62,59,53,"180cm | 5'11""",0,-,-,Peterborough United,England
Solomon Taiwo,60,CM,,0,2,3,75,49,56,62,67,60,"185cm | 6'1""",0,-,-,Cardiff City,Nigeria
Peter Lowry,60,CAM,,0,2,4,58,58,56,59,51,59,"180cm | 5'11""",0,-,-,Portland,United States
Pat Phelan,60,CDM,,0,2,3,50,49,55,57,63,69,"183cm | 6'0""",0,-,-,New England Revolution,United States
Jude Ikechukwu Nworuh,60,ST,,0,2,3,84,58,39,63,38,62,"170cm | 5'7""",0,-,-,FC Midtjylland,Nigeria
Kyu Ro Lee,60,RB,,0,2,3,67,42,52,51,65,58,"177cm | 5'10""",0,-,-,FC Seoul,Korea Republic
Tae Min Park,60,RM,,0,2,3,74,51,60,56,60,55,"183cm | 6'0""",0,-,-,Busan I'Park,Korea Republic
Seul Ki Ko,60,CAM,,0,2,2,57,54,65,64,49,64,"183cm | 6'0""",0,-,-,Ulsan Hyundai Horang-i,Korea Republic
Dominic Pürcher,60,LB,,0,2,3,72,45,59,59,62,61,"182cm | 6'0""",0,-,-,SK Sturm Graz,Austria
Michael Wiemann,60,CB,,0,2,3,58,46,53,51,62,61,"186cm | 6'1""",0,-,-,Hansa Rostock,Germany
Miroslav Štěpánek,60,CB,,0,2,3,47,31,37,31,63,60,"192cm | 6'4""",0,-,-,Hamburger SV,Czech Republic
Chafik Najih,60,CAM,,0,2,3,70,57,53,61,44,61,"184cm | 6'0""",0,-,-,AC Arles Avignon,France
Ashley Westwood,60,CDM,,0,2,3,67,46,62,49,61,57,"178cm | 5'10""",0,-,-,Crewe Alexandra,England
Marc Gallego,60,RM,,0,2,3,72,61,57,62,53,58,"177cm | 5'10""",0,-,-,FSV Frankfurt,Germany
Dale Bennett,60,CB,,0,2,3,72,19,31,24,66,69,"180cm | 5'11""",0,-,-,Watford,England
Simone Colombi,60,GK,,0,1,1,62,60,52,62,45,56,"186cm | 6'1""",0,-,-,Stabia,Italy
Liam Cooper,60,CB,,0,2,3,53,33,39,35,61,70,"180cm | 5'11""",0,-,-,Huddersfield Town,Scotland
Thomas Reifeltshammer,60,CB,,0,2,2,54,19,32,35,62,70,"188cm | 6'2""",0,-,-,SV Josko Fenst. Ried,Austria
Terry Gornell,60,ST,,0,3,3,70,56,51,56,53,68,"180cm | 5'11""",0,-,-,Shrewsbury,England
Ryan Donaldson,60,ST,,0,3,3,72,61,36,61,38,64,"181cm | 5'11""",0,-,-,Newcastle United,England
Scott Kay,60,CM,,0,2,3,73,56,58,50,59,42,"179cm | 5'10""",0,-,-,Macclesfield Town,England
Alcalá,60,CB,,0,2,3,44,28,42,38,70,54,"196cm | 6'5""",0,-,-,Unión Deportiva Almería S.A.D.,Spain
Francesco Di Tacchio,60,CDM,,0,2,3,67,49,57,57,63,68,"185cm | 6'1""",0,-,-,Stabia,Italy
Kyle Davies,60,CB,,0,2,3,71,35,45,43,64,62,"185cm | 6'1""",0,-,-,Los Angeles Galaxy,United States
Oscar Gobern,60,CM,,0,2,3,90,47,58,67,55,58,"180cm | 5'11""",0,-,-,Huddersfield Town,England
Kieran Djilali,60,LM,,0,3,4,82,57,53,64,51,54,"178cm | 5'10""",0,-,-,AFC Wimbledon,England
Lorenzo Del Prete,60,RM,,0,2,2,74,40,63,52,60,60,"180cm | 5'11""",0,-,-,Inferiore,Italy
Ole Söderberg,60,GK,,0,1,3,63,61,58,66,50,61,"183cm | 6'0""",0,-,-,Newcastle United,Sweden
Chris Tierney,60,LM,,0,2,3,47,55,57,60,64,65,"183cm | 6'0""",0,-,-,New England Revolution,United States
Zargo Touré,60,CDM,,0,2,3,61,26,50,40,66,66,"184cm | 6'0""",0,-,-,U.S. Boulogne Cote D'Opale,Senegal
Jordan Clarke,60,RB,,0,2,3,80,22,54,48,58,49,"183cm | 6'0""",0,-,-,Coventry City,England
