Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,League,Country
Joel Pereira,57,GK,Normal,5K,1,2,M \ M,63,54,57,55,43,53,"188cm | 6'2""",1,325,694,Belenenses,LIGA NOS,Portugal
Kim Gyeong Min,57,CB,Normal,200,2,3,L \ H,41,23,34,45,58,66,"185cm | 6'0""",0,267,1226,Incheon United,K LEAGUE Classic,Korea Republic
McGlynn,57,RM,Normal,1.7K,2,3,M \ M,70,44,53,55,54,64,"180cm | 5'10""",0,340,1524,Longford Town,SSE Airtricity League,Republic of Ireland
Aganovic,57,CB,Normal,200,2,3,M \ M,56,26,40,33,56,64,"187cm | 6'1""",0,275,1250,Galway United,SSE Airtricity League,Sweden
Gammelby,57,RB,Normal,200,2,3,H \ M,62,41,53,59,55,63,"193cm | 6'3""",0,333,1473,Silkeborg IF,Alka Superliga,Denmark
Beere,57,CM,Normal,10K,2,3,H \ M,71,52,55,57,48,63,"181cm | 5'11""",0,346,1567,AFC Wimbledon,Football League,England
Dawson,57,GK,Normal,200,1,3,M \ M,53,57,59,55,56,58,"182cm | 5'11""",0,338,808,Sheffield Wed,EFL Championship,England
Jones,57,CB,Normal,0,2,3,M \ M,54,24,28,44,53,71,"183cm | 6'0""",0,274,1232,Grimsby Town,Football League 2,England
Rodas,57,GK,Normal,200,1,3,M \ M,59,52,66,54,44,58,"185cm | 6'0""",0,333,726,Al. Petrolera,Liga Dimayor,Colombia
Cuesta,57,GK,Normal,200,1,3,M \ M,53,54,55,48,44,70,"195cm | 6'4""",0,324,721,Deportes Tolima,Liga Dimayor,Colombia
Gallon,57,GK,Normal,200,1,2,M \ M,62,52,55,62,40,50,"186cm | 6'1""",0,321,731,Nîmes Olympique,Domino's Ligue 2,France
Wright,57,CB,Normal,200,2,3,M \ M,49,28,32,33,59,65,"193cm | 6'3""",0,266,1203,Doncaster,Football League 2,Wales
Guerra,57,GK,Normal,200,1,2,M \ M,48,53,54,58,42,61,"183cm | 6'0""",0,316,771,Unión Española,Camp. Scotiabank,Chile
Sesay,57,CB,Normal,200,2,2,L \ H,64,27,41,42,58,56,"183cm | 6'0""",0,288,1260,Barnet,Football League 2,Sierra Leone
Hunt,57,RB,Normal,750,2,4,H \ M,67,29,40,55,56,57,"171cm | 5'7""",0,304,1364,Brighton,EFL Championship,England
Cornick,57,RM,Normal,3.4K,3,2,M \ M,82,52,47,57,28,56,"180cm | 5'10""",0,322,1378,Leyton Orient,Football League 2,England
Messoudi,57,CAM,Normal,200,3,3,H \ L,69,43,54,62,39,56,"178cm | 5'10""",-6,323,1457,ODD,Tippeligaen,Canada
Thychosen,57,RW,Normal,200,2,4,M \ L,70,56,50,58,19,63,"184cm | 6'0""",0,316,1402,Viborg FF,Alka Superliga,Denmark
Estrada,57,GK,Normal,2.7K,1,2,M \ M,62,54,45,63,47,49,"180cm | 5'10""",0,320,715,Pachuca,LIGA Bancomer MX,Mexico
Keown,57,CB,Normal,200,2,3,M \ M,66,33,48,49,57,61,"183cm | 6'0""",0,314,1390,Reading,EFL Championship,Republic of Ireland
Byrne,57,CB,Normal,200,2,2,M \ M,62,31,48,50,56,58,"186cm | 6'1""",0,305,1350,Bohemians FC,SSE Airtricity League,Republic of Ireland
Etheridge,57,GK,Normal,200,1,3,M \ M,59,55,57,58,46,54,"188cm | 6'2""",0,329,761,Doncaster,Football League 2,England
Heath,57,CDM,Normal,6.1K,2,2,M \ M,66,50,59,61,47,60,"180cm | 5'10""",0,343,1555,Orlando City,MLS,England
Al Shammari,57,LB,Normal,200,2,3,M \ M,62,26,45,50,55,66,"186cm | 6'1""",0,304,1332,Al-Taawoun,ALJ League,Saudi Arabia
Brooks,57,CAM,Normal,200,3,2,M \ M,66,51,52,63,31,55,"166cm | 5'5""",0,318,1451,Sheffield Utd,Football League,England
Gemmer,57,CM,Normal,200,2,3,H \ H,64,42,56,58,54,70,"183cm | 6'0""",0,344,1549,AC Horsens,Alka Superliga,Denmark
Menay,57,GK,Normal,200,1,2,M \ M,63,47,50,60,43,54,"185cm | 6'0""",0,317,773,AS Nancy,Ligue 1,France
Hyam,57,CB,Normal,200,2,3,M \ M,59,28,33,35,56,59,"188cm | 6'2""",0,270,1215,Portsmouth,Football League 2,Scotland
O'Connell,57,CB,Normal,0,2,3,M \ M,57,27,31,47,57,64,"185cm | 6'0""",0,283,1233,Celtic,Scottish Prem,Republic of Ireland
Nightingale,57,CB,Normal,200,2,2,M \ M,63,25,34,35,58,64,"185cm | 6'0""",0,279,1225,AFC Wimbledon,Football League,England
Alessi,57,RB,Normal,200,2,2,M \ H,63,29,45,54,53,59,"186cm | 6'1""",0,303,1300,Newcastle Jets,Hyundai A-League,Australia
Geum Gyo Jin,57,CM,Normal,200,2,3,M \ M,58,53,53,59,51,61,"175cm | 5'8""",0,335,1478,FC Seoul,K LEAGUE Classic,Korea Republic
Rodriguez,57,ST,Normal,200,2,3,M \ M,65,56,45,62,20,48,"178cm | 5'10""",0,296,1362,Junior FC,Liga Dimayor,Colombia
Grazziani,57,GK,Normal,200,1,3,M \ M,55,58,56,56,45,58,"183cm | 6'0""",0,328,736,Al. Petrolera,Liga Dimayor,Colombia
O'Hanlon,57,ST,Normal,10K,2,3,H \ M,66,53,39,51,27,62,"183cm | 6'0""",0,298,1319,Bournemouth,Premier League,Republic of Ireland
Martinsen,57,CB,Normal,200,2,2,M \ M,66,27,40,33,58,57,"177cm | 5'9""",0,281,1280,Viking FK,Tippeligaen,Norway
Berner,57,GK,Normal,200,1,1,M \ M,57,60,53,56,42,54,"191cm | 6'3""",0,322,725,Colorado Rapids,MLS,United States
Burton,57,GK,Normal,200,1,3,M \ M,58,56,54,60,35,55,"188cm | 6'2""",0,318,739,Shrewsbury,Football League,England
Carducci,57,GK,Normal,200,1,2,M \ M,53,56,61,56,41,56,"185cm | 6'0""",1,323,755,Whitecaps FC,MLS,Canada
Berg,57,CM,Normal,200,2,2,M \ M,68,47,56,58,39,53,"175cm | 5'8""",0,321,1456,FK Bodø/Glimt,Tippeligaen,Norway
Orejuela,57,RB,Normal,200,2,3,M \ M,66,25,45,46,58,64,"179cm | 5'10""",1,304,1344,Deportivo Cali,Liga Dimayor,Colombia
Smith,57,GK,Normal,200,1,2,M \ M,61,55,51,58,36,54,"185cm | 6'0""",0,315,676,Nott'm Forest,EFL Championship,England
Sembie-Ferris,57,RM,Normal,200,2,3,H \ M,90,49,48,58,26,50,"173cm | 5'8""",0,321,1359,Colchester,Football League 2,England
Aktas,57,CDM,Normal,8.9K,2,3,M \ M,67,41,53,57,55,56,"182cm | 5'11""",0,329,1489,Kasimpaşa SK,Süper Lig,Turkey
Sollacaro,57,GK,Normal,200,1,2,M \ M,62,49,55,64,42,50,"181cm | 5'11""",0,322,657,AC Ajaccio,Domino's Ligue 2,France
Iliman,57,RM,Normal,0,2,3,M \ M,66,52,50,64,26,49,"177cm | 5'9""",0,307,1346,Kayserispor,Süper Lig,Turkey
Durakovic,57,GK,Normal,200,1,2,M \ M,59,52,54,59,46,54,"196cm | 6'5""",0,324,768,SV Ried,O. Bundesliga,Austria
Dooley,57,LW,Normal,200,3,3,M \ M,65,55,56,60,39,44,"180cm | 5'10""",0,319,1444,Cork City,SSE Airtricity League,Northern Ireland
Gagnon-Laparé,57,CDM,Normal,200,2,2,M \ H,55,36,56,57,54,61,"180cm | 5'10""",-1,319,1520,Montreal Impact,MLS,Canada
Clark,57,LB,Normal,200,2,3,M \ H,77,35,42,57,54,61,"180cm | 5'10""",0,326,1461,Cambridge Utd,Football League 2,England
Baume,57,GK,Normal,200,1,1,M \ M,58,54,55,64,44,50,"185cm | 6'0""",0,325,781,Sp. Charleroi,Pro League,Belgium
Demirci,57,GK,Normal,0,1,3,M \ M,57,56,57,62,38,53,"188cm | 6'2""",0,323,716,Konyaspor,Süper Lig,Belgium
Boyle,57,CB,Normal,5.3K,2,2,M \ M,58,27,31,33,58,63,"191cm | 6'3""",0,270,1202,Kilmarnock,Scottish Prem,Scotland
Kenny,57,RB,Normal,700,2,3,M \ M,62,33,50,51,57,60,"176cm | 5'9""",0,313,1438,Everton,Premier League,England
Ryczkowski,57,RM,Normal,3.6K,2,2,M \ M,69,55,49,61,26,50,"178cm | 5'10""",0,310,1361,Legia Warszawa,Ekstraklasa,Poland
Bowen,57,ST,Normal,200,2,3,M \ M,63,53,49,57,26,56,"180cm | 5'10""",2,304,1393,Hull City,Premier League,England
Medina,57,CDM,Normal,200,2,2,M \ M,62,38,59,53,52,59,"180cm | 5'10""",0,323,1463,Patriotas FC,Liga Dimayor,Colombia
Bawling,57,RWB,Normal,200,3,2,H \ M,81,48,51,56,47,53,"178cm | 5'10""",0,336,1474,Crawley Town,Football League 2,England
Pollersbeck,57,GK,Normal,6.4K,1,2,M \ M,60,53,54,59,24,51,"195cm | 6'4""",0,301,641,1. FC K'lautern,Bundesliga 2,Germany
Lyon,57,CDM,Normal,200,2,2,M \ M,69,42,53,57,52,60,"185cm | 6'0""",0,333,1487,Hamilton,Scottish Prem,Scotland
Gluhakovic,57,RB,Normal,200,2,2,M \ H,62,43,48,49,60,66,"167cm | 5'5""",0,328,1477,FK Austria,O. Bundesliga,Austria
Götesson,57,ST,Normal,200,2,2,H \ M,71,57,47,57,23,53,"181cm | 5'11""",0,308,1403,IF Elfsborg,Allsvenskan,Sweden
Serraiocco,57,GK,Normal,200,1,2,M \ M,58,55,49,61,43,53,"191cm | 6'3""",0,319,778,Brescia,Calcio B,Italy
Wootton,57,ST,Normal,3K,2,3,L \ L,64,54,37,51,24,61,"188cm | 6'2""",0,291,1322,Scunthorpe Utd,Football League,England
Björkander,57,LB,Normal,200,2,3,M \ M,64,34,47,52,55,60,"184cm | 6'0""",0,312,1394,GIF Sundsvall,Allsvenskan,Sweden
Al Abbas,57,CDM,Normal,200,3,3,M \ M,56,36,63,49,48,55,"176cm | 5'9""",0,307,1412,Al-Khaleej,ALJ League,Saudi Arabia
Barria,57,GK,Normal,200,1,2,M \ M,56,53,55,60,60,58,"188cm | 6'2""",0,342,693,CD Cobresal,Camp. Scotiabank,Chile
Duque,57,LM,Normal,0,2,3,M \ H,66,40,55,59,54,59,"173cm | 5'8""",0,333,1503,Fortaleza,Liga Dimayor,Colombia
Sufyani,57,ST,Normal,200,3,3,M \ M,77,56,40,59,17,56,"173cm | 5'8""",0,305,1332,Ettifaq FC,ALJ League,Saudi Arabia
Hendry,57,CB,Normal,10K,2,2,M \ M,64,33,46,50,54,66,"188cm | 6'2""",0,313,1369,MK Dons,Football League,Scotland
Sonupe,57,RM,Normal,500,2,3,M \ M,68,48,51,58,53,55,"180cm | 5'10""",0,333,1521,Northampton,Football League,England
Collins,57,GK,Normal,350,1,2,M \ M,60,53,56,63,41,49,"184cm | 6'0""",0,322,767,Chelsea,Premier League,England
King,57,GK,Normal,200,1,3,M \ M,59,55,55,60,40,53,"186cm | 6'1""",0,322,767,Millwall,Football League,England
Ahearne-Grant,57,ST,Normal,200,2,3,H \ L,82,51,44,55,26,55,"183cm | 6'0""",0,313,1367,Charlton Ath,Football League,England
Haughton,57,CAM,Normal,0,2,3,M \ M,65,48,52,58,35,59,"178cm | 5'10""",0,317,1445,Fleetwood Town,Football League,England
Dobson,57,CDM,Normal,200,2,3,M \ M,57,28,51,54,53,59,"185cm | 6'0""",0,302,1325,Walsall,Football League,England
Mosquera,57,RM,Normal,10K,3,2,M \ M,64,51,46,64,22,66,"180cm | 5'10""",0,313,1380,Once Caldas,Liga Dimayor,Colombia
McGrath,57,LM,Normal,4K,3,3,M \ M,80,50,51,55,28,46,"175cm | 5'8""",0,310,1337,St. Pats,SSE Airtricity League,Republic of Ireland
Mandash,57,RM,Normal,350,3,4,M \ M,74,59,46,63,18,48,"175cm | 5'8""",0,308,1383,Al-Ittihad,ALJ League,Saudi Arabia
Knezevic,57,LM,Normal,200,3,4,M \ M,71,51,48,64,26,38,"174cm | 5'8""",0,298,1360,1. FC Nuremberg,Bundesliga 2,Germany
Deprès,57,ST,Normal,10K,2,3,M \ M,54,56,44,56,24,60,"190cm | 6'2""",0,294,1350,Nîmes Olympique,Domino's Ligue 2,France
Markström,57,GK,Normal,1K,1,3,M \ M,53,60,48,58,45,56,"199cm | 6'6""",0,320,735,Hammarby,Allsvenskan,Sweden
Etinof,57,RW,Normal,10K,3,2,H \ M,74,54,53,61,30,43,"166cm | 5'5""",0,315,1408,Stade Lavallois,Domino's Ligue 2,France
Syme,57,CB,Normal,10K,2,3,M \ M,63,24,32,38,58,57,"190cm | 6'2""",0,272,1242,Partick Thistle,Scottish Prem,Scotland
Andersson,57,CM,Normal,200,2,2,M \ M,64,48,56,60,48,66,"179cm | 5'10""",0,342,1572,Malmö FF,Allsvenskan,Sweden
Zendejas,57,LM,Normal,200,2,3,M \ M,75,46,48,61,39,51,"169cm | 5'6""",0,320,1432,Guadalajara,LIGA Bancomer MX,United States
Nilsson,57,CB,Normal,200,2,2,M \ M,53,23,32,31,55,63,"186cm | 6'1""",0,257,1167,IF Elfsborg,Allsvenskan,Sweden
Kavita,57,CB,Normal,200,2,2,L \ H,55,25,29,43,57,61,"185cm | 6'0""",0,270,1193,Real Salt Lake,MLS,DR Congo
Besler,57,CM,Normal,200,2,2,M \ M,67,41,54,57,50,64,"185cm | 6'0""",0,333,1490,Portland,MLS,United States
McKendry,57,CM,Normal,2.4K,2,3,M \ M,63,43,52,58,53,65,"180cm | 5'10""",0,334,1510,Whitecaps FC,MLS,Canada
Lindell,57,LB,Normal,200,2,2,M \ M,76,38,45,56,54,52,"177cm | 5'9""",0,321,1427,IFK Norrköping,Allsvenskan,Sweden
Oh Yeong Jun,57,CM,Normal,3K,3,3,M \ M,54,51,61,57,38,44,"178cm | 5'10""",0,305,1472,Jeonnam Dragons,K LEAGUE Classic,Korea Republic
Foulds,57,CB,Normal,450,2,3,M \ M,58,26,45,48,56,56,"183cm | 6'0""",0,289,1279,Everton,Premier League,England
Sabovic,57,CM,Normal,200,2,3,M \ M,65,51,57,59,40,57,"186cm | 6'1""",0,329,1492,Djurgårdens IF,Allsvenskan,Sweden
Burnic,57,CM,Normal,900,3,3,M \ M,68,41,57,64,51,49,"185cm | 6'0""",0,330,1512,Bor. Dortmund,Bundesliga,Germany
Lovejoy,57,LW,Normal,3.4K,3,2,H \ L,66,53,50,62,26,50,"183cm | 6'0""",0,307,1355,Houston Dynamo,MLS,United States
Goshev,57,GK,Normal,200,1,3,M \ M,61,50,54,66,41,47,"197cm | 6'5""",0,319,757,FC Rostov,Russian League,Russia
Shubin,57,GK,Normal,200,1,3,M \ M,59,55,53,60,47,51,"187cm | 6'1""",0,325,724,FC Ural,Russian League,Russia
Jackson,57,CB,Normal,200,2,3,M \ M,66,25,27,30,56,70,"194cm | 6'4""",0,274,1181,Newcastle Jets,Hyundai A-League,Australia
Chapman,57,LM,Normal,200,3,3,M \ M,68,43,58,56,37,47,"177cm | 5'9""",0,309,1394,Sheffield Utd,Football League,England
Nicoletti,57,LB,Normal,950,2,2,M \ M,69,32,46,54,53,60,"180cm | 5'10""",0,314,1386,Crotone,Calcio A,Italy
Granat,57,RM,Normal,200,2,3,M \ M,65,42,54,61,47,58,"172cm | 5'7""",0,327,1511,GIF Sundsvall,Allsvenskan,Sweden
Choi Bong Jin,57,GK,Normal,200,1,3,M \ M,54,57,62,54,46,62,"193cm | 6'3""",0,335,839,GwangJu FC,K LEAGUE Classic,Korea Republic
Hanche-Olsen,57,CB,Normal,200,2,3,M \ M,54,29,35,32,58,60,"180cm | 5'10""",0,268,1244,Stabæk Fotball,Tippeligaen,Norway
Hauge,57,CM,Normal,200,2,3,M \ M,69,51,55,56,55,59,"177cm | 5'9""",0,345,1560,FK Haugesund,Tippeligaen,Norway
Reimann,57,GK,Normal,500,1,3,M \ M,61,52,63,62,44,48,"185cm | 6'0""",1,330,624,Bor. Dortmund,Bundesliga,Germany
Bodenröder,57,ST,Normal,200,3,3,M \ M,78,55,50,63,26,55,"180cm | 5'10""",0,327,1437,Greuther Fürth,Bundesliga 2,Germany
Stevenson,57,CM,Normal,200,3,3,M \ L,68,51,60,59,34,54,"182cm | 5'11""",0,326,1438,Coventry City,Football League,England
O'Connor,57,LB,Normal,10K,3,3,H \ M,58,37,51,56,53,57,"180cm | 5'10""",0,312,1431,Cork City,SSE Airtricity League,Republic of Ireland
Van Durmen,57,LB,Normal,200,2,3,M \ M,66,33,49,54,54,62,"185cm | 6'0""",0,318,1438,Royal Mouscron,Pro League,Belgium
Kurz,57,ST,Normal,750,3,2,M \ M,60,58,48,61,26,51,"178cm | 5'10""",1,304,1405,FC Augsburg,Bundesliga,Germany
Lindquist,57,RB,Normal,900,2,2,M \ M,69,45,51,49,56,61,"180cm | 5'10""",0,331,1488,Strømsgodset IF,Tippeligaen,Norway
Michalsen,57,CM,Normal,200,2,3,M \ M,68,50,59,53,54,59,"189cm | 6'2""",0,343,1558,Tromsø IL,Tippeligaen,Norway
João De Oliveira,57,LM,Normal,200,3,3,H \ M,76,50,51,57,28,55,"177cm | 5'9""",0,317,1378,FC Luzern,Raiffeisen SL,Switzerland
Gnaase,57,CAM,Normal,200,3,3,M \ M,72,49,54,63,29,52,"179cm | 5'10""",0,319,1433,Heidenheim,Bundesliga 2,Germany
Gash,57,ST,Normal,9.9K,2,3,M \ H,55,55,41,52,33,63,"178cm | 5'10""",0,299,1369,Barnet,Football League 2,England
Ricardo,57,LM,Normal,600,3,3,M \ M,70,51,49,61,20,56,"174cm | 5'8""",0,307,1349,Atlético Huila,Liga Dimayor,Colombia
Connolly,57,CDM,Normal,3.1K,2,2,M \ H,63,38,51,54,56,55,"183cm | 6'0""",0,317,1448,Everton,Premier League,England
Tollitt,57,RM,Normal,750,3,2,H \ M,83,40,55,53,36,54,"182cm | 5'11""",0,321,1363,Portsmouth,Football League 2,England
Kujawa,57,CB,Normal,200,2,3,M \ M,62,28,31,30,58,67,"192cm | 6'3""",0,276,1203,Wisła Kraków,Ekstraklasa,Poland
Alpsoy,57,CDM,Normal,0,2,3,M \ H,71,40,51,51,53,70,"185cm | 6'0""",0,336,1485,Grasshopper,Raiffeisen SL,Switzerland
Lupinski,57,CM,Normal,9.5K,3,2,M \ M,63,39,53,56,56,69,"181cm | 5'11""",0,336,1521,Jagiellonia,Ekstraklasa,Poland
Orrell,57,ST,Normal,200,2,3,M \ M,79,56,41,65,26,58,"163cm | 5'4""",0,325,1473,Hartlepool,Football League 2,England
Schubert,57,ST,Normal,300,3,3,H \ L,52,61,41,49,24,66,"194cm | 6'4""",0,293,1329,SV Ried,O. Bundesliga,Austria
Liburd,57,ST,Normal,6.9K,2,2,M \ M,63,54,40,47,29,69,"193cm | 6'3""",0,302,1338,Stevenage,Football League 2,England
Lassiter,57,ST,Normal,200,3,3,H \ L,79,55,37,57,18,46,"178cm | 5'10""",0,292,1304,LA Galaxy,MLS,Costa Rica
Ingelsson,57,RM,Normal,4K,2,3,M \ M,67,47,54,57,25,52,"189cm | 6'2""",0,302,1333,Kalmar FF,Allsvenskan,Sweden
Neufville,57,LB,Normal,450,2,3,H \ M,78,27,45,58,50,56,"178cm | 5'10""",0,314,1385,West Ham,Premier League,England
Storer,57,CM,Normal,200,3,2,L \ H,62,46,56,54,54,71,"180cm | 5'10""",0,343,1556,Cheltenham Town,Football League 2,England
Al Magraby,57,RB,Normal,10K,2,3,M \ M,63,28,44,53,55,52,"171cm | 5'7""",0,295,1360,Al Qadisiyah (Khobar),ALJ League,Saudi Arabia
Oldaker,57,CM,Normal,200,2,3,L \ M,67,42,60,60,33,56,"176cm | 5'9""",0,318,1455,Gillingham,Football League,England
Robson,57,CM,Normal,1.5K,3,3,M \ M,64,54,60,60,44,49,"180cm | 5'10""",1,331,1541,Sunderland,Premier League,England
Dunne,57,LM,Normal,200,2,3,M \ M,74,46,57,61,34,33,"175cm | 5'8""",0,305,1350,Colchester,Football League 2,Republic of Ireland
Ávila,57,CM,Normal,200,3,4,M \ M,67,45,51,61,52,64,"170cm | 5'6""",0,340,1501,CD O'Higgins,Camp. Scotiabank,Chile
Da Costa,57,ST,Normal,200,3,3,M \ M,65,61,44,59,22,50,"182cm | 5'11""",1,301,1341,Valenciennes FC,Domino's Ligue 2,Cape Verde Islands
O'Neill,57,CM,Normal,4K,2,2,M \ M,65,45,53,54,49,56,"178cm | 5'10""",0,322,1446,Burnley,Premier League,Australia
Müller,57,CF,Normal,0,3,3,M \ M,69,48,56,67,18,39,"170cm | 5'6""",0,297,1342,Pescara,Calcio A,Uruguay
Donnellan,57,CB,Normal,1.2K,2,3,M \ M,56,34,37,42,61,48,"183cm | 6'0""",-1,278,1315,West Brom,Premier League,Republic of Ireland
Samuel,57,LM,Normal,950,2,4,M \ M,84,46,50,59,39,52,"174cm | 5'8""",0,330,1470,Helsingborgs IF,Allsvenskan,Nigeria
Bamert,57,CB,Normal,800,2,3,M \ M,62,26,40,50,59,55,"183cm | 6'0""",0,292,1309,Grasshopper,Raiffeisen SL,Switzerland
Aguirre,57,GK,Normal,200,1,2,M \ M,58,54,66,61,38,56,"180cm | 5'10""",0,333,636,Atl. Bucaramanga,Liga Dimayor,Colombia
Coll,57,LB,Normal,200,2,2,M \ M,65,32,46,54,53,61,"178cm | 5'10""",0,311,1394,Finn Harps,SSE Airtricity League,Republic of Ireland
Blanco,57,RB,Normal,200,2,3,H \ M,74,28,49,53,54,49,"171cm | 5'7""",0,307,1392,Fortaleza,Liga Dimayor,Colombia
Brown,57,GK,Normal,200,1,2,M \ M,51,58,67,64,34,51,"196cm | 6'5""",1,325,745,Houston Dynamo,MLS,United States
Monaghan,57,CM,Normal,200,2,3,M \ M,59,51,57,55,53,59,"178cm | 5'10""",0,334,1525,Derry City,SSE Airtricity League,Scotland
Muyl,57,RW,Normal,200,2,2,H \ H,73,56,48,56,33,67,"180cm | 5'10""",0,333,1462,NY Red Bulls,MLS,United States
Morrell,57,ST,Normal,200,3,3,H \ L,84,52,40,60,19,34,"170cm | 5'6""",0,289,1309,Chicago Fire,MLS,United States
Polk,57,ST,Normal,4K,4,3,H \ L,78,57,36,55,18,60,"175cm | 5'8""",0,304,1295,Portland,MLS,England
Tarbell,57,GK,Normal,200,1,2,M \ M,53,61,65,59,19,55,"191cm | 6'3""",0,312,596,SJ Earthquakes,MLS,United States
Hollingsworth,57,ST,Normal,200,3,2,H \ L,72,56,39,54,16,57,"173cm | 5'8""",0,294,1316,Columbus Crew,MLS,United States
Cordero,57,CB,Normal,200,2,3,M \ M,62,38,48,51,57,54,"177cm | 5'9""",0,310,1416,CD Antofagasta,Camp. Scotiabank,Chile
Drzazga,57,ST,Normal,300,2,2,M \ M,74,56,45,57,17,54,"179cm | 5'10""",0,303,1335,Wisła Kraków,Ekstraklasa,Poland
Trafford,57,CM,Normal,0,3,4,M \ M,64,40,56,50,48,74,"193cm | 6'3""",0,332,1466,Korona Kielce,Ekstraklasa,Canada
Mosquera,57,RM,Normal,200,3,3,M \ L,71,52,49,61,16,58,"167cm | 5'5""",0,307,1386,Millonarios FC,Liga Dimayor,Colombia
Kinjo,57,CM,Normal,200,3,3,H \ M,69,32,53,61,48,49,"180cm | 5'10""",0,312,1402,F. Düsseldorf,Bundesliga 2,Japan
Escales,57,GK,Normal,600,1,3,M \ M,62,55,55,57,19,56,"182cm | 5'11""",0,304,641,Marseille,Ligue 1,France
Noda,57,RM,Normal,550,2,3,M \ M,60,54,51,56,32,71,"185cm | 6'0""",0,324,1416,Nagoya Grampus,Meiji Yasuda J1,Japan
Fujimura,57,CM,Normal,200,2,3,M \ M,73,47,53,59,44,62,"182cm | 5'11""",0,338,1467,Vegalta Sendai,Meiji Yasuda J1,Japan
Masuda,57,GK,Normal,10K,1,2,M \ M,59,58,57,59,17,53,"184cm | 6'0""",0,303,573,S-Hiroshima,Meiji Yasuda J1,Japan
Matsubara,57,RB,Normal,0,2,3,M \ M,71,27,39,52,57,69,"180cm | 5'10""",0,315,1379,Albirex Niigata,Meiji Yasuda J1,Japan
Ichimi,57,ST,Normal,200,3,3,M \ M,74,55,39,52,32,69,"181cm | 5'11""",0,321,1385,Gamba Osaka,Meiji Yasuda J1,Japan
Mitsumaru,57,LB,Normal,200,2,3,H \ M,79,29,41,53,51,58,"172cm | 5'7""",0,311,1366,Sagan Tosu,Meiji Yasuda J1,Japan
Ishida,57,RB,Normal,200,2,3,H \ M,83,26,39,50,52,56,"168cm | 5'6""",0,306,1371,Júbilo Iwata,Meiji Yasuda J1,Japan
Okui,57,RB,Normal,200,2,3,M \ M,63,37,48,52,53,50,"169cm | 5'6""",0,303,1420,Omiya Ardija,Meiji Yasuda J1,Japan
Kanazawa,57,CDM,Normal,200,2,3,L \ H,45,54,55,61,52,57,"174cm | 5'8""",0,324,1487,Omiya Ardija,Meiji Yasuda J1,Japan
Amano,57,LW,Normal,200,3,3,M \ M,73,36,54,64,41,57,"175cm | 5'8""",0,325,1446,Yokohama F･M,Meiji Yasuda J1,Japan
Enomoto,57,GK,Normal,200,1,2,M \ M,59,55,50,54,44,55,"190cm | 6'2""",0,317,750,F.C. Tokyo,Meiji Yasuda J1,Japan
Machida,57,CB,Normal,200,2,2,M \ M,80,28,39,36,55,64,"187cm | 6'1""",0,302,1286,Kashima Antlers,Meiji Yasuda J1,Japan
Sugimoto,57,CAM,Normal,200,3,3,M \ L,74,37,57,63,34,41,"162cm | 5'3""",0,306,1448,Kashima Antlers,Meiji Yasuda J1,Japan
Morishima,57,CAM,Normal,200,2,3,M \ M,71,40,54,64,28,43,"172cm | 5'7""",0,300,1360,S-Hiroshima,Meiji Yasuda J1,Japan
Kamiyama,57,GK,Normal,200,1,3,M \ M,59,46,41,59,20,62,"188cm | 6'2""",0,287,495,Avispa Fukuoka,Meiji Yasuda J1,Japan
Kaneda,57,GK,Normal,200,1,3,M \ M,54,56,49,58,30,59,"184cm | 6'0""",0,306,654,Avispa Fukuoka,Meiji Yasuda J1,Japan
Mishima,57,RB,Normal,200,3,3,H \ M,80,31,48,61,47,51,"168cm | 5'6""",0,318,1437,Avispa Fukuoka,Meiji Yasuda J1,Japan
Nakahara,57,ST,Normal,200,3,3,M \ M,53,58,38,46,29,72,"181cm | 5'11""",0,296,1390,Avispa Fukuoka,Meiji Yasuda J1,Japan
Sakata,57,CF,Normal,200,3,3,M \ H,43,56,52,64,31,65,"175cm | 5'8""",0,311,1484,Avispa Fukuoka,Meiji Yasuda J1,Japan
Yamamoto,57,CB,Normal,200,2,3,M \ H,39,41,50,51,56,54,"175cm | 5'8""",0,291,1381,Ventforet Kofu,Meiji Yasuda J1,Japan
Tsuchiya,57,CB,Normal,3.5K,2,3,H \ H,32,39,45,52,56,57,"177cm | 5'9""",0,281,1315,Ventforet Kofu,Meiji Yasuda J1,Japan
Martínez,57,ST,Normal,200,2,3,M \ M,74,55,38,56,18,49,"172cm | 5'7""",0,290,1304,Fortaleza,Liga Dimayor,Colombia
Mount,57,CAM,Normal,450,3,3,H \ M,66,56,52,57,31,39,"175cm | 5'8""",8,301,1349,Chelsea,Premier League,England
Muroya,57,RB,Normal,200,2,3,L \ H,70,28,47,43,54,54,"174cm | 5'8""",0,296,1320,F.C. Tokyo,Meiji Yasuda J1,Japan
Hong Joon Ho,57,CB,Normal,200,2,2,L \ M,60,30,41,39,57,61,"190cm | 6'2""",0,288,1276,GwangJu FC,K LEAGUE Classic,Korea Republic
Maranda,57,CB,Normal,200,2,2,M \ M,59,28,37,37,54,68,"188cm | 6'2""",0,283,1255,Admira,O. Bundesliga,Austria
Bindelöv,57,RB,Normal,200,2,3,M \ H,72,26,41,48,54,60,"178cm | 5'10""",0,301,1339,Helsingborgs IF,Allsvenskan,Sweden
